SOURCE_DESC,SECTOR_DESC,GROUP_DESC,COMMODITY_DESC,CLASS_DESC,PRODN_PRACTICE_DESC,UTIL_PRACTICE_DESC,STATISTICCAT_DESC,UNIT_DESC,SHORT_DESC,DOMAIN_DESC,DOMAINCAT_DESC,AGG_LEVEL_DESC,STATE_ANSI,STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,ASD_CODE,ASD_DESC,COUNTY_ANSI,COUNTY_CODE,COUNTY_NAME,REGION_DESC,ZIP_5,WATERSHED_CODE,WATERSHED_DESC,CONGR_DISTRICT_CODE,COUNTRY_CODE,COUNTRY_NAME,LOCATION_DESC,YEAR,FREQ_DESC,BEGIN_CODE,END_CODE,REFERENCE_PERIOD_DESC,WEEK_ENDING,LOAD_TIME,VALUE,CV_%
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1998,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"160,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1999,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"90,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2001,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"65,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2005,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"65,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2000,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"85,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1993,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"140,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1992,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"150,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1989,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"115,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2004,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"70,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2003,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"75,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2008,ANNUAL,0,0,YEAR,,2015-06-03 13:08:31,"70,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1930,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"664,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1935,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"809,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1937,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"758,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1938,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"743,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1940,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"737,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1941,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"725,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1943,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"747,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1944,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"732,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1945,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"629,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1953,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"611,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1954,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"599,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1959,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"567,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1966,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"450,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1968,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"457,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1969,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"380,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1970,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"388,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1971,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"376,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1972,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"365,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1980,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"407,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1981,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"444,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1983,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"168,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1984,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"250,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1986,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"200,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1985,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"240,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1988,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"100,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1991,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"110,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1994,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"120,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2011,ANNUAL,0,0,YEAR,,2014-11-03 15:18:55,"70,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,2012,ANNUAL,0,0,YEAR,,2014-11-03 15:18:55,"75,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1979,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"401,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1982,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"265,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1990,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"105,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1929,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"651,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1931,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"750,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1932,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"758,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1933,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"788,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1936,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"743,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1939,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"747,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1942,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"711,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1946,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"660,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1947,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"629,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1948,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"642,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1949,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"580,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1950,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"625,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1951,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"606,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1952,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"650,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1955,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"588,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1956,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"559,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1957,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"530,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1958,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"540,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1960,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"517,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1961,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"481,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1962,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"433,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1963,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"446,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1964,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"442,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1965,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"455,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,12.0,12,FL,FLORIDA,,,,,,,,0,,,9000,UNITED STATES,FLORIDA,1967,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"531,000",
